,Word,Freq,Prob
7003,pores,3.85877e-06,0.00038587699999999996
7004,porge,1.81876e-09,1.81876e-07
7005,porgy,2.66025e-08,2.66025e-06
7006,porin,3.62299e-08,3.62299e-06
7007,porks,5.25713e-09,5.257129999999999e-07
7008,porky,1.52189e-08,1.52189e-06
7009,porno,1.11049e-07,1.1104900000000001e-05
7010,porns,8.06323e-10,8.063229999999999e-08
7011,porny,1.78724e-09,1.7872399999999998e-07
7012,porta,2.93965e-07,2.93965e-05
7013,ports,1.83823e-05,0.00183823
7014,porty,9.02345e-09,9.02345e-07
7015,posed,7.57353e-06,0.000757353
7016,poses,3.94314e-06,0.000394314
7017,posey,7.08882e-09,7.08882e-07
7018,posho,8.11563e-09,8.115629999999999e-07
7019,posts,1.30826e-05,0.0013082600000000001
7020,potae,1.06918e-09,1.06918e-07
7021,potch,4.81722e-08,4.81722e-06
7022,poted,1.3912e-09,1.3912e-07
7023,potes,3.00902e-08,3.0090199999999996e-06
7024,potin,6.62458e-09,6.62458e-07
7025,potoo,2.0403e-09,2.0403e-07
7026,potsy,1.50758e-09,1.50758e-07
7027,potto,1.29588e-08,1.29588e-06
7028,potts,2.35245e-08,2.35245e-06
7029,potty,1.86754e-07,1.86754e-05
7030,pouff,1.8255e-09,1.8255e-07
7031,poufs,5.17223e-09,5.17223e-07
7032,pouke,8.54802e-10,8.54802e-08
7033,pouks,1.12205e-10,1.12205e-08
7034,poule,1.8345e-08,1.8345e-06
7035,poulp,2.51356e-09,2.51356e-07
7036,poult,4.82089e-08,4.82089e-06
7037,poupe,1.71026e-09,1.71026e-07
7038,poupt,-1.0,-100.0
7039,pours,1.27081e-06,0.000127081
7040,pouts,5.0196e-08,5.0196e-06
7041,powan,2.3856e-09,2.3856e-07
7042,powin,3.91205e-10,3.9120499999999996e-08
7043,pownd,6.99824e-09,6.99824e-07
7044,powns,3.02601e-10,3.02601e-08
7045,powny,2.37629e-09,2.37629e-07
7046,powre,5.84691e-08,5.84691e-06
7047,poxed,5.94675e-09,5.946749999999999e-07
7048,poxes,4.39702e-09,4.39702e-07
7049,poynt,5.45659e-08,5.4565900000000006e-06
7050,poyou,3.06189e-10,3.06189e-08
7051,poyse,1.44174e-09,1.44174e-07
7052,pozzy,6.12171e-10,6.12171e-08
7053,praam,3.78911e-09,3.78911e-07
7054,prads,1.24328e-09,1.24328e-07
7055,prahu,1.81212e-08,1.8121200000000001e-06
7056,prams,5.26116e-08,5.26116e-06
7057,prana,1.09584e-07,1.09584e-05
7058,prang,1.41388e-08,1.41388e-06
7059,praos,1.46749e-09,1.46749e-07
7060,prase,8.69698e-09,8.696980000000001e-07
7061,prate,1.56417e-07,1.56417e-05
7062,prats,5.03352e-09,5.03352e-07
7063,pratt,1.03341e-08,1.03341e-06
7064,praty,7.01052e-09,7.01052e-07
7065,praus,1.31028e-08,1.31028e-06
7066,prays,1.59529e-06,0.000159529
7067,predy,3.80914e-10,3.80914e-08
7068,preed,4.10082e-09,4.1008200000000003e-07
7069,prees,7.83534e-09,7.83534e-07
7070,preif,3.5776e-09,3.5776e-07
7071,prems,5.75505e-08,5.75505e-06
7072,premy,3.25533e-10,3.25533e-08
7073,prent,1.51735e-08,1.51735e-06
7074,preon,8.72241e-09,8.722410000000001e-07
7075,preop,2.08557e-08,2.08557e-06
7076,preps,4.86891e-08,4.86891e-06
7077,presa,2.18633e-08,2.18633e-06
7078,prese,6.6189e-08,6.6188999999999994e-06
7079,prest,1.93422e-07,1.93422e-05
7080,preve,1.88152e-08,1.88152e-06
7081,prexy,1.13444e-08,1.1344400000000001e-06
7082,preys,1.84693e-07,1.84693e-05
7083,prial,9.411e-10,9.411e-08
7084,pricy,1.0424e-08,1.0424e-06
7085,prief,9.34796e-09,9.347959999999999e-07
7086,prier,2.88495e-08,2.88495e-06
7087,pries,6.61504e-08,6.6150400000000005e-06
7088,prigs,3.59471e-08,3.5947100000000004e-06
7089,prill,1.46683e-08,1.46683e-06
7090,prima,5.11039e-06,0.000511039
7091,primi,1.17944e-07,1.17944e-05
7092,primp,1.50039e-08,1.5003900000000002e-06
7093,prims,1.15622e-08,1.15622e-06
7094,primy,2.88611e-09,2.88611e-07
7095,prink,6.77906e-09,6.77906e-07
7096,prion,2.05946e-07,2.05946e-05
7097,prise,3.47025e-07,3.47025e-05
7098,priss,4.1784e-09,4.1784000000000004e-07
7099,proas,2.15786e-08,2.15786e-06
7100,probs,1.16304e-08,1.16304e-06
7101,prods,1.6582e-07,1.6582e-05
7102,proem,7.94575e-08,7.94575e-06
7103,profs,3.89168e-08,3.89168e-06
7104,progs,1.91215e-08,1.91215e-06
7105,proin,6.57835e-08,6.57835e-06
7106,proke,1.09319e-09,1.09319e-07
7107,prole,4.34703e-08,4.3470300000000005e-06
7108,proll,1.63116e-09,1.63116e-07
7109,promo,1.62891e-07,1.62891e-05
7110,proms,3.28239e-08,3.28239e-06
7111,pronk,1.85687e-09,1.8568700000000001e-07
7112,props,1.43756e-06,0.00014375599999999998
7113,prore,8.54823e-09,8.548230000000001e-07
7114,proso,3.52494e-08,3.52494e-06
7115,pross,1.0981e-08,1.0981e-06
7116,prost,1.04454e-08,1.04454e-06
7117,prosy,1.016e-07,1.016e-05
7118,proto,1.05228e-06,0.00010522799999999999
7119,proul,1.1508e-09,1.1508e-07
7120,prows,9.73711e-08,9.73711e-06
7121,proyn,1.58784e-10,1.58784e-08
7122,prunt,1.07989e-09,1.07989e-07
7123,pruta,2.46178e-09,2.46178e-07
7124,pryer,1.61419e-09,1.61419e-07
7125,pryse,6.10796e-09,6.107959999999999e-07
7126,pseud,5.5198e-07,5.5198e-05
7127,pshaw,4.165e-08,4.165e-06
7128,psion,3.16615e-09,3.16615e-07
7129,psoae,1.26761e-09,1.2676099999999998e-07
7130,psoai,1.43558e-10,1.43558e-08
7131,psoas,2.13128e-07,2.13128e-05
7132,psora,1.90671e-08,1.90671e-06
7133,psych,1.88401e-07,1.88401e-05
7134,psyop,2.06816e-09,2.06816e-07
7135,pubco,9.99332e-10,9.99332e-08
7136,pubes,1.92774e-07,1.92774e-05
7137,pubis,5.50863e-07,5.50863e-05
7138,pucan,3.52971e-10,3.52971e-08
7139,pucer,1.43004e-10,1.43004e-08
7140,puces,5.91153e-09,5.91153e-07
7141,pucka,1.22511e-08,1.22511e-06
7142,pucks,3.40768e-08,3.40768e-06
7143,puddy,2.27869e-09,2.2786900000000001e-07
7144,pudge,4.27036e-09,4.2703600000000004e-07
7145,pudic,3.60342e-08,3.6034200000000002e-06
7146,pudor,2.97538e-08,2.97538e-06
7147,pudsy,1.76561e-10,1.7656099999999998e-08
7148,pudus,1.05323e-09,1.0532300000000001e-07
7149,puers,6.58263e-10,6.58263e-08
7150,puffa,2.35649e-09,2.35649e-07
7151,puffs,7.56169e-07,7.561690000000001e-05
7152,puggy,4.15166e-09,4.15166e-07
7153,pugil,5.1914e-09,5.1914e-07
7154,puhas,2.66521e-10,2.6652099999999998e-08
7155,pujah,1.54775e-09,1.54775e-07
7156,pujas,2.2874e-08,2.2874e-06
7157,pukas,7.23743e-10,7.23743e-08
7158,puked,4.86074e-08,4.86074e-06
7159,puker,1.28525e-09,1.2852500000000002e-07
7160,pukes,1.37477e-08,1.37477e-06
7161,pukey,4.74557e-09,4.74557e-07
7162,pukka,2.95249e-08,2.95249e-06
7163,pukus,3.01781e-10,3.01781e-08
7164,pulao,6.01356e-09,6.013559999999999e-07
7165,pulas,1.39395e-09,1.3939499999999999e-07
7166,puled,3.98987e-09,3.98987e-07
7167,puler,3.35308e-09,3.35308e-07
7168,pules,5.86687e-09,5.86687e-07
7169,pulik,4.07366e-10,4.0736599999999994e-08
7170,pulis,2.22586e-09,2.22586e-07
7171,pulka,2.29795e-09,2.29795e-07
7172,pulks,1.90648e-09,1.9064799999999997e-07
7173,pulli,9.4774e-09,9.4774e-07
7174,pulls,3.25191e-06,0.000325191
7175,pully,2.07672e-08,2.07672e-06
7176,pulmo,1.68934e-08,1.68934e-06
7177,pulps,5.8544e-07,5.8544e-05
7178,pulus,1.27655e-09,1.27655e-07
7179,pumas,4.105e-08,4.105e-06
7180,pumie,3.39474e-10,3.39474e-08
7181,pumps,8.38428e-06,0.0008384280000000001
7182,punas,4.97098e-09,4.97098e-07
7183,punce,7.62358e-10,7.62358e-08
7184,punga,4.10395e-09,4.10395e-07
7185,pungs,3.65497e-09,3.65497e-07
7186,punji,8.01026e-09,8.01026e-07
7187,punka,4.37361e-09,4.3736099999999997e-07
7188,punks,1.56251e-07,1.5625099999999997e-05
7189,punky,2.5157e-08,2.5157000000000003e-06
7190,punny,3.62589e-09,3.6258900000000004e-07
7191,punto,9.03611e-08,9.03611e-06
7192,punts,8.30222e-08,8.30222e-06
7193,punty,1.03472e-08,1.03472e-06
7194,pupae,8.3544e-07,8.3544e-05
7195,pupas,4.72852e-09,4.7285199999999995e-07
7196,pupus,3.21238e-09,3.21238e-07
7197,purda,3.15864e-09,3.1586400000000003e-07
7198,pured,3.51788e-09,3.51788e-07
7199,pures,2.12747e-08,2.12747e-06
7200,purin,4.64935e-08,4.64935e-06
7201,puris,2.28713e-08,2.28713e-06
7202,purls,1.20215e-08,1.20215e-06
7203,purpy,3.13943e-10,3.13943e-08
7204,purrs,5.72652e-08,5.72652e-06
7205,pursy,2.09559e-08,2.09559e-06
7206,purty,1.04111e-07,1.04111e-05
7207,puses,6.14388e-09,6.14388e-07
7208,pusle,8.78163e-10,8.78163e-08
7209,pussy,1.31503e-06,0.00013150300000000002
7210,putid,1.29538e-09,1.29538e-07
7211,puton,5.79346e-09,5.79346e-07
7212,putti,8.20148e-08,8.20148e-06
7213,putto,3.47828e-08,3.4782799999999997e-06
7214,putts,8.0308e-08,8.0308e-06
7215,puzel,1.94777e-10,1.94777e-08
7216,pwned,1.18342e-09,1.18342e-07
7217,pyats,3.59865e-10,3.5986499999999996e-08
7218,pyets,4.38411e-10,4.38411e-08
7219,pygal,6.01909e-09,6.019089999999999e-07
7220,pyins,-1.0,-100.0
7221,pylon,2.26552e-07,2.26552e-05
7222,pyned,2.0727e-09,2.0727e-07
7223,pynes,1.99605e-09,1.99605e-07
7224,pyoid,1.61063e-09,1.6106300000000002e-07
7225,pyots,8.71139e-10,8.71139e-08
7226,pyral,1.04238e-09,1.0423800000000001e-07
7227,pyran,4.51433e-08,4.51433e-06
7228,pyres,6.66451e-08,6.66451e-06
7229,pyrex,1.02375e-07,1.02375e-05
7230,pyric,1.94143e-09,1.94143e-07
7231,pyros,3.36659e-09,3.36659e-07
7232,pyxed,3.40822e-10,3.40822e-08
7233,pyxes,5.72184e-09,5.72184e-07
7234,pyxie,9.9758e-10,9.9758e-08
7235,pyxis,3.35947e-08,3.35947e-06
7236,pzazz,6.48735e-10,6.48735e-08
7237,qadis,2.20585e-08,2.20585e-06
7238,qaids,1.90056e-09,1.90056e-07
7239,qajaq,9.11411e-10,9.11411e-08
7240,qanat,1.70148e-08,1.70148e-06
7241,qapik,-1.0,-100.0
7242,qibla,3.13674e-08,3.1367400000000002e-06
7243,qophs,-1.0,-100.0
7244,qorma,6.03225e-10,6.032249999999999e-08
7245,quads,1.8845e-07,1.8845e-05
7246,quaff,9.01017e-08,9.01017e-06
7247,quags,2.12679e-09,2.12679e-07
7248,quair,3.49011e-09,3.49011e-07
7249,quais,2.26036e-08,2.26036e-06
7250,quaky,3.81413e-09,3.8141300000000006e-07
7251,quale,1.55839e-07,1.5583899999999998e-05
7252,quant,1.91898e-07,1.91898e-05
7253,quare,2.00264e-07,2.00264e-05
7254,quass,4.91204e-09,4.91204e-07
7255,quate,1.58849e-07,1.58849e-05
7256,quats,6.85e-09,6.85e-07
7257,quayd,2.84144e-10,2.84144e-08
7258,quays,4.97821e-07,4.97821e-05
7259,qubit,2.17142e-07,2.17142e-05
7260,quean,3.12315e-08,3.12315e-06
7261,queme,2.32319e-09,2.32319e-07
7262,quena,5.16876e-09,5.168760000000001e-07
7263,quern,1.72974e-07,1.72974e-05
7264,queyn,7.85824e-10,7.85824e-08
7265,queys,2.19462e-09,2.19462e-07
7266,quich,2.20525e-09,2.20525e-07
7267,quids,2.36387e-08,2.36387e-06
7268,quiff,1.44154e-08,1.4415400000000001e-06
7269,quims,1.4136e-09,1.4136e-07
7270,quina,2.08917e-08,2.08917e-06
7271,quine,1.20472e-08,1.20472e-06
7272,quino,4.83586e-09,4.83586e-07
7273,quins,4.27198e-09,4.2719800000000006e-07
7274,quint,2.7481e-08,2.7481e-06
7275,quipo,1.27502e-09,1.27502e-07
7276,quips,1.65622e-07,1.65622e-05
7277,quipu,2.03807e-08,2.03807e-06
7278,quire,4.83559e-07,4.83559e-05
7279,quirt,3.84154e-08,3.84154e-06
7280,quist,1.01536e-08,1.01536e-06
7281,quits,6.34654e-07,6.34654e-05
7282,quoad,1.62854e-07,1.62854e-05
7283,quods,1.21979e-09,1.21979e-07
7284,quoif,1.49042e-09,1.49042e-07
7285,quoin,3.82784e-08,3.82784e-06
7286,quoit,4.74243e-08,4.74243e-06
7287,quoll,7.36307e-09,7.36307e-07
7288,quonk,7.26527e-10,7.26527e-08
7289,quops,2.94388e-10,2.94388e-08
7290,qursh,4.77503e-10,4.77503e-08
7291,quyte,1.17942e-08,1.17942e-06
7292,rabat,5.48742e-09,5.487419999999999e-07
7293,rabic,2.10023e-08,2.1002300000000002e-06
7294,rabis,1.2748e-09,1.2748e-07
7295,raced,2.48062e-06,0.000248062
7296,races,1.19208e-05,0.0011920799999999999
7297,rache,3.0056e-09,3.0056e-07
7298,racks,1.93464e-06,0.000193464
7299,racon,8.00804e-09,8.008040000000001e-07
7300,radge,1.59231e-09,1.59231e-07
7301,radix,2.15247e-07,2.15247e-05
7302,radon,1.13162e-06,0.000113162
7303,raffs,2.78195e-09,2.78195e-07
7304,rafts,9.54531e-07,9.545309999999999e-05
7305,ragas,6.81871e-08,6.81871e-06
7306,ragde,2.25979e-10,2.25979e-08
7307,raged,1.57779e-06,0.000157779
7308,ragee,5.12983e-10,5.1298300000000003e-08
7309,rager,4.88897e-09,4.88897e-07
7310,rages,5.35339e-07,5.35339e-05
7311,ragga,7.89025e-09,7.89025e-07
7312,raggs,2.11869e-09,2.1186899999999998e-07
7313,raggy,9.67917e-09,9.67917e-07
7314,ragis,1.78133e-09,1.78133e-07
7315,ragus,1.54206e-09,1.54206e-07
7316,rahed,3.89674e-10,3.89674e-08
7317,rahui,4.53383e-09,4.53383e-07
7318,raias,9.88718e-10,9.88718e-08
7319,raids,2.7806e-06,0.00027806
7320,raiks,2.58891e-10,2.5889099999999997e-08
7321,raile,1.27996e-08,1.27996e-06
7322,rails,7.32892e-06,0.000732892
7323,raine,6.83569e-08,6.835690000000001e-06
7324,rains,5.70609e-06,0.0005706089999999999
7325,raird,2.86934e-10,2.86934e-08
7326,raita,1.21798e-08,1.21798e-06
7327,raits,1.11946e-08,1.11946e-06
7328,rajas,1.11589e-07,1.11589e-05
7329,rajes,7.2592e-10,7.2592e-08
7330,raked,8.64739e-07,8.647389999999999e-05
7331,rakee,1.48537e-09,1.48537e-07
7332,raker,5.87152e-08,5.87152e-06
7333,rakes,4.47327e-07,4.47327e-05
7334,rakia,4.17423e-09,4.17423e-07
7335,rakis,1.02664e-09,1.0266400000000001e-07
7336,rakus,5.0309e-10,5.0309e-08
7337,rales,4.12879e-07,4.12879e-05
7338,ramal,1.13017e-08,1.13017e-06
7339,ramee,9.20706e-10,9.20706e-08
7340,ramet,1.72383e-08,1.72383e-06
7341,ramie,1.79338e-07,1.7933799999999998e-05
7342,ramin,6.88315e-09,6.88315e-07
7343,ramis,5.17858e-08,5.17858e-06
7344,rammy,1.56212e-09,1.56212e-07
7345,ramps,9.09344e-07,9.09344e-05
7346,ramus,6.87938e-07,6.87938e-05
7347,ranas,4.0301e-09,4.0301e-07
7348,rance,1.87204e-07,1.87204e-05
7349,rands,5.09191e-08,5.09191e-06
7350,ranee,9.90033e-08,9.900330000000001e-06
7351,ranga,1.53495e-08,1.53495e-06
7352,rangi,3.39187e-08,3.3918699999999997e-06
7353,rangs,9.87116e-09,9.871159999999999e-07
7354,rangy,9.53676e-08,9.53676e-06
7355,ranid,7.87167e-09,7.87167e-07
7356,ranis,7.57706e-09,7.57706e-07
7357,ranke,2.57298e-08,2.57298e-06
7358,ranks,1.36612e-05,0.00136612
7359,rants,1.85737e-07,1.8573699999999998e-05
7360,raped,1.37547e-06,0.000137547
7361,raper,1.37803e-08,1.37803e-06
7362,rapes,4.16683e-07,4.16683e-05
7363,raphe,2.89891e-07,2.89891e-05
7364,rappe,2.172e-09,2.1719999999999999e-07
7365,rared,9.24352e-09,9.24352e-07
7366,raree,1.64899e-08,1.64899e-06
7367,rares,3.30614e-08,3.3061400000000002e-06
7368,rarks,7.2146e-10,7.2146e-08
7369,rased,3.61724e-08,3.61724e-06
7370,raser,1.00856e-08,1.00856e-06
7371,rases,3.71354e-08,3.7135400000000004e-06
7372,rasps,8.01179e-08,8.01179e-06
7373,rasse,4.14233e-09,4.14233e-07
7374,rasta,9.60653e-09,9.60653e-07
7375,ratal,1.50191e-08,1.5019099999999998e-06
7376,ratan,1.1982e-08,1.1982e-06
7377,ratas,9.32148e-09,9.32148e-07
7378,ratch,1.28128e-08,1.28128e-06
7379,rated,9.77303e-06,0.000977303
7380,ratel,1.513e-08,1.513e-06
7381,rater,3.82077e-07,3.8207700000000004e-05
7382,rates,0.000120638,0.012063800000000001
7383,ratha,2.28822e-08,2.28822e-06
7384,rathe,4.19739e-08,4.19739e-06
7385,raths,2.53761e-08,2.53761e-06
7386,ratoo,3.17628e-10,3.17628e-08
7387,ratos,1.35114e-08,1.35114e-06
7388,ratus,6.72102e-08,6.72102e-06
7389,rauns,3.70647e-10,3.70647e-08
7390,raupo,9.00223e-09,9.002230000000001e-07
7391,raved,2.55975e-07,2.55975e-05
7392,ravel,8.19786e-08,8.19786e-06
7393,raver,1.44746e-08,1.44746e-06
7394,raves,1.65396e-07,1.65396e-05
7395,ravey,3.53323e-10,3.53323e-08
7396,ravin,2.73565e-08,2.7356500000000002e-06
7397,rawer,1.75507e-08,1.75507e-06
7398,rawin,7.53983e-09,7.539830000000001e-07
7399,rawly,1.39005e-08,1.39005e-06
7400,rawns,3.92497e-10,3.92497e-08
7401,raxed,2.10234e-09,2.10234e-07
7402,raxes,5.22863e-09,5.22863e-07
7403,rayah,8.21439e-09,8.21439e-07
7404,rayas,6.57625e-09,6.57625e-07
7405,rayed,3.74811e-07,3.7481099999999996e-05
7406,rayle,6.47635e-09,6.476350000000001e-07
7407,rayne,2.25247e-08,2.25247e-06
7408,razed,5.02329e-07,5.02329e-05
7409,razee,6.91206e-09,6.91206e-07
7410,razer,3.07833e-09,3.07833e-07
7411,razes,7.42549e-09,7.425490000000001e-07
7412,razoo,1.6608e-09,1.6608000000000002e-07
7413,readd,1.63042e-09,1.63042e-07
7414,reads,1.27495e-05,0.00127495
7415,reais,1.93606e-08,1.9360599999999997e-06
7416,reaks,5.2267e-09,5.2267e-07
7417,realo,9.32462e-10,9.32462e-08
7418,reals,2.61417e-07,2.61417e-05
7419,reame,9.50571e-09,9.505709999999999e-07
7420,reams,3.11827e-07,3.1182699999999995e-05
7421,reamy,1.18959e-09,1.18959e-07
7422,reans,7.30986e-09,7.30986e-07
7423,reaps,2.10272e-07,2.10272e-05
7424,rears,3.72506e-07,3.72506e-05
7425,reast,1.15696e-08,1.15696e-06
7426,reata,1.10349e-08,1.10349e-06
7427,reate,1.77022e-08,1.77022e-06
7428,reave,1.46417e-08,1.46417e-06
7429,rebbe,6.57973e-08,6.57973e-06
7430,rebec,1.73269e-08,1.73269e-06
7431,rebid,3.62798e-08,3.62798e-06
7432,rebit,3.79744e-10,3.79744e-08
7433,rebop,1.52994e-09,1.52994e-07
7434,rebuy,1.53021e-08,1.5302099999999998e-06
7435,recal,1.72574e-07,1.72574e-05
7436,recce,5.42881e-08,5.42881e-06
7437,recco,1.77541e-09,1.77541e-07
7438,reccy,1.4916e-09,1.4916000000000002e-07
7439,recit,3.4969e-08,3.4969e-06
7440,recks,3.38419e-08,3.38419e-06
7441,recon,3.59534e-07,3.59534e-05
7442,recta,1.51882e-07,1.5188200000000001e-05
7443,recti,1.92644e-07,1.9264399999999998e-05
7444,recto,3.97855e-07,3.97855e-05
7445,redan,1.84866e-08,1.84866e-06
7446,redds,3.97924e-08,3.97924e-06
7447,reddy,3.4907e-08,3.4907000000000003e-06
7448,reded,3.98312e-09,3.9831200000000003e-07
7449,redes,4.07394e-08,4.07394e-06
7450,redia,1.905e-08,1.9049999999999998e-06
7451,redid,2.44207e-08,2.4420700000000003e-06
7452,redip,1.46851e-09,1.46851e-07
7453,redly,4.72489e-08,4.7248900000000004e-06
7454,redon,2.95135e-09,2.95135e-07
7455,redos,2.32667e-09,2.3266700000000003e-07
7456,redox,1.29622e-06,0.000129622
7457,redry,3.5055e-09,3.5054999999999997e-07
7458,redub,1.01855e-09,1.01855e-07
7459,redux,2.6229e-08,2.6229e-06
7460,redye,7.44139e-09,7.44139e-07
7461,reech,4.82257e-09,4.82257e-07
7462,reede,1.22478e-08,1.22478e-06
7463,reeds,1.62555e-06,0.000162555
7464,reefs,2.51203e-06,0.000251203
7465,reefy,4.28127e-09,4.28127e-07
7466,reeks,1.2396e-07,1.2396000000000001e-05
7467,reeky,4.99794e-09,4.99794e-07
7468,reels,1.36131e-06,0.000136131
7469,reens,4.60897e-09,4.60897e-07
7470,reest,3.72144e-09,3.72144e-07
7471,reeve,1.63967e-07,1.6396700000000002e-05
7472,refed,2.55667e-08,2.55667e-06
7473,refel,2.39092e-09,2.39092e-07
7474,reffo,1.1402e-09,1.1402000000000001e-07
7475,refis,1.15502e-09,1.15502e-07
7476,refix,1.00777e-08,1.00777e-06
7477,refly,1.88177e-09,1.8817699999999998e-07
7478,refry,8.78857e-10,8.78857e-08
7479,regar,4.85631e-08,4.85631e-06
7480,reges,5.46768e-08,5.4676800000000005e-06
7481,reggo,2.67787e-10,2.6778699999999998e-08
7482,regie,3.71116e-08,3.71116e-06
7483,regma,9.42432e-10,9.42432e-08
7484,regna,4.76871e-08,4.7687100000000005e-06
7485,regos,8.4562e-10,8.4562e-08
7486,regur,9.57869e-09,9.57869e-07
7487,rehem,1.39297e-09,1.39297e-07
7488,reifs,6.92278e-10,6.92278e-08
7489,reify,9.38987e-08,9.38987e-06
7490,reiki,1.60136e-08,1.6013599999999998e-06
7491,reiks,1.3463e-09,1.3463e-07
7492,reink,3.80516e-10,3.80516e-08
7493,reins,2.4563e-06,0.00024563
7494,reird,1.16759e-09,1.1675900000000001e-07
7495,reist,4.6423e-09,4.6423e-07
7496,reive,4.8847e-09,4.8847e-07
7497,rejig,3.58109e-09,3.58109e-07
7498,rejon,9.54568e-10,9.54568e-08
7499,reked,3.31663e-10,3.31663e-08
7500,rekes,4.80566e-10,4.8056599999999996e-08
7501,rekey,1.12069e-08,1.12069e-06
7502,relet,6.56664e-08,6.566639999999999e-06
7503,relie,2.92927e-08,2.92927e-06
7504,relit,4.89684e-08,4.89684e-06
7505,rello,9.47885e-10,9.47885e-08
7506,reman,2.46197e-08,2.46197e-06
7507,remap,2.5862e-08,2.5862e-06
7508,remen,1.24445e-08,1.24445e-06
7509,remet,4.35545e-09,4.3554500000000003e-07
7510,remex,7.14775e-09,7.147750000000001e-07
7511,remix,7.68585e-08,7.68585e-06
7512,renay,5.51355e-10,5.51355e-08
7513,rends,1.26166e-07,1.2616599999999999e-05
7514,reney,1.14388e-09,1.14388e-07
7515,renga,2.71628e-08,2.71628e-06
7516,renig,1.54311e-09,1.54311e-07
7517,renin,8.40845e-07,8.40845e-05
7518,renne,1.37556e-08,1.3755600000000002e-06
7519,renos,1.23888e-09,1.23888e-07
7520,rente,8.16088e-08,8.16088e-06
7521,rents,9.23368e-06,0.0009233679999999999
7522,reoil,1.0843e-09,1.0843000000000001e-07
7523,reorg,1.56551e-08,1.56551e-06
7524,repeg,7.44739e-10,7.44739e-08
7525,repin,3.57212e-09,3.57212e-07
7526,repla,8.00076e-09,8.000759999999999e-07
7527,repos,9.98929e-08,9.98929e-06
7528,repot,4.28057e-08,4.280570000000001e-06
7529,repps,1.21383e-09,1.21383e-07
7530,repro,1.57585e-07,1.5758499999999998e-05
7531,reran,1.47486e-08,1.47486e-06
7532,rerig,1.06374e-09,1.0637400000000001e-07
7533,resat,9.39643e-10,9.39643e-08
7534,resaw,4.3753e-08,4.3753e-06
7535,resay,1.24296e-09,1.24296e-07
7536,resee,3.19161e-09,3.19161e-07
7537,reses,3.88019e-09,3.8801900000000003e-07
7538,resew,2.12141e-09,2.12141e-07
7539,resid,8.19749e-08,8.19749e-06
7540,resit,1.05856e-08,1.0585599999999999e-06
7541,resod,1.36809e-09,1.36809e-07
7542,resow,4.67693e-09,4.67693e-07
7543,resto,3.93325e-08,3.93325e-06
7544,rests,1.15401e-05,0.00115401
7545,resty,6.92653e-09,6.926529999999999e-07
7546,resus,7.64265e-09,7.64265e-07
7547,retag,1.20522e-09,1.20522e-07
7548,retax,2.15503e-08,2.15503e-06
7549,retem,2.1328e-09,2.1328e-07
7550,retia,1.22188e-08,1.22188e-06
7551,retie,1.48964e-08,1.48964e-06
7552,retox,5.73148e-10,5.73148e-08
7553,revet,1.29445e-08,1.29445e-06
7554,revie,1.75688e-08,1.75688e-06
7555,rewan,4.51107e-10,4.5110699999999996e-08
7556,rewax,1.35386e-09,1.35386e-07
7557,rewed,5.11696e-09,5.11696e-07
7558,rewet,1.07084e-08,1.07084e-06
7559,rewin,2.32367e-09,2.32367e-07
7560,rewon,4.70347e-09,4.70347e-07
7561,rewth,1.14087e-09,1.1408700000000001e-07
7562,rexes,2.92315e-09,2.9231500000000003e-07
7563,rezes,2.20765e-10,2.2076500000000003e-08
7564,rheas,1.43438e-08,1.43438e-06
7565,rheme,3.93392e-08,3.93392e-06
7566,rheum,5.99938e-08,5.99938e-06
7567,rhies,2.47081e-10,2.47081e-08
7568,rhime,1.74838e-08,1.74838e-06
7569,rhine,1.09885e-08,1.0988499999999999e-06
7570,rhody,5.41306e-10,5.41306e-08
7571,rhomb,6.49554e-08,6.495539999999999e-06
7572,rhone,3.60966e-09,3.6096600000000003e-07
7573,rhumb,5.14357e-08,5.14357e-06
7574,rhyne,1.21714e-09,1.21714e-07
7575,rhyta,9.59387e-09,9.59387e-07
7576,riads,2.99169e-09,2.99169e-07
7577,rials,2.79446e-07,2.7944600000000003e-05
7578,riant,3.50425e-08,3.50425e-06
7579,riata,1.26853e-08,1.26853e-06
7580,ribas,8.22419e-10,8.22419e-08
7581,ribby,4.7535e-09,4.7535000000000003e-07
7582,ribes,4.03283e-08,4.03283e-06
7583,riced,1.37415e-08,1.37415e-06
7584,ricer,2.04794e-08,2.0479399999999997e-06
7585,rices,1.92373e-07,1.92373e-05
7586,ricey,2.36487e-09,2.36487e-07
7587,richt,9.48649e-08,9.48649e-06
7588,ricin,1.11551e-07,1.1155100000000001e-05
7589,ricks,9.67104e-08,9.67104e-06
7590,rides,2.7439e-06,0.00027439
7591,ridgy,2.42981e-08,2.42981e-06
7592,ridic,4.72784e-09,4.72784e-07
7593,riels,1.58539e-08,1.5853899999999998e-06
7594,riems,2.16813e-09,2.16813e-07
7595,rieve,1.86137e-09,1.86137e-07
7596,rifer,2.93463e-09,2.9346299999999996e-07
7597,riffs,1.01245e-07,1.0124500000000001e-05
7598,rifte,9.31873e-10,9.318729999999999e-08
7599,rifts,2.88489e-07,2.8848899999999998e-05
7600,rifty,2.02105e-09,2.0210500000000002e-07
7601,riggs,1.04173e-08,1.0417299999999999e-06
7602,rigol,1.9895e-09,1.9895e-07
7603,riled,1.79054e-07,1.79054e-05
7604,riles,3.26121e-08,3.26121e-06
